Housing_Id,heating_features,cooling_features
1375,Forced air,None
1376,Wall Furnace,None
1377,"None, Other",Central
1378,Forced Air,None
1379,Other,None
1380,Baseboard,Missing
1381,Zoned,Wall/Window Unit(s)
1382,Central Forced Air,Central AC
1384,Missing,Missing
1385,"None, Other",None
1388,Central,None
1389,Fireplace(s),None
1390,"Other, Electric, Other, Wood / Pellet",None
1391,Other,None
1392,Central Forced Air - Gas,None
1393,"Central, Forced Air",Central Air
1394,"Central, Gas",Missing
1395,Missing,None
1396,"Other, Gas",Central
1399,See Remarks,See Remarks
1400,Central,Central Air
1401,Forced air,Central
1402,Missing,None
1403,Wall,Wall/Window Unit(s)
1404,"Central, Fireplace(s)","Central Air, Heat Pump"
1405,Central,None
1406,Missing,None
1407,Forced air,Missing
1408,Central Forced Air,None
1409,Central,Central Air
1411,Central,Central Air
1412,"Wall, Gas",None
1414,Central,Central Air
1416,Wall Furnace,None
1417,Forced air,None
1418,"Forced air, Other, Electric, Gas",None
1419,Wall Furnace,None
1420,Forced Air,None
1422,None,None
1424,"Radiant, Baseboard",None
1425,Central Forced Air,Central AC
1426,Missing,Missing
1428,Other,None
1431,Central,Dual
1432,High Efficiency,Central
1433,See Remarks,See Remarks
1435,Wall Heater,None
1437,Missing,See Remarks
1438,Central,Central Air
1440,See Remarks,See Remarks
1441,Missing,Missing
1443,Forced Air,Missing
1444,Central,Central Air
1445,Central,Missing
1446,Stove - Wood,None
1447,Central,"Central, Air Conditioning"
1448,Central,Central Air
1449,Central,Central Air
1450,"Central, Zoned",Central Air
1451,"Wall Furnace, Stove - Wood",Window / Wall Unit
1452,"Forced air, Gas",None
1453,"None, Other",Central
1457,Fireplace(s),Missing
1458,"Floor Furnace, Natural Gas",Missing
1459,"Wall, Gas",Wall
1460,Central,Central Air
1461,Central,Central Air
1462,Wall,Central
1463,Missing,Missing
1464,Radiant,None
1465,Missing,None
1466,Missing,Missing
1467,Missing,Missing
1468,"Natural Gas, Wall Furnace",Wall/Window Unit(s)
1469,Central,Central Air
1470,Central Forced Air,Central AC
1471,Missing,"Central Air, See Remarks"
1472,Central,Missing
1473,"Forced air, Gas",None
1475,Missing,None
1478,Forced Air - Elec,"AC Central, Ceiling Fans, Dual Cooling, Heat Pump"
1479,Baseboard,None
1480,Central,Air Conditioning
1482,Central,Missing
1483,Central Forced Air,Central AC
1484,Forced Air,None
1485,Central,Central Air
1486,Central,Central Air
1487,"Fireplace(s), Wall Furnace",None
1488,Floor Furnace,None
1489,Central,Central Air
1490,"Central, Gas",Missing
1491,"Forced air, Gas",Other
1492,"Gas, Forced Air",Central AC
1494,Wall Furnace,None
1495,Forced Air,Missing
1496,Central Forced Air,Central AC
1497,Wall,None
1499,Other,Missing
1500,Forced Air,None
1501,Central,Missing
1502,Missing,Wall/Window Unit(s)
1504,Central,None
1505,None,Missing
1506,Central,Central Air
1507,"Forced air, Gas",Central
1510,Missing,Central Air
1511,Central,Central
1512,"Forced air, Other",Other
1513,Other,None
1514,Wall Furnace,None
1515,Missing,See Remarks
1516,Missing,Missing
1517,Central Forced Air,None
1518,"Baseboard, Fireplace(s)",Missing
1519,"Gas, Wall Furnace",Missing
1520,Central,Central Air
1521,Forced Air,Central AC
1522,Central Forced Air,None
1523,Missing,Central Air
1524,"Central, Gas, Radiant",Missing
1525,Central Forced Air,None
1526,Other,Missing
1527,See Remarks,See Remarks
1528,"Wall Furnace, Central Forced Air, Fireplace","Other, Central AC"
1530,Central,"Central, Air Conditioning, Ceiling Fan, Electric"
1531,Central Forced Air,Central AC
1532,Forced Air,None
1533,Missing,Missing
1534,Central,None
1536,Central Forced Air,Central AC
1537,Forced Air,None
1538,Central Forced Air,Ceiling Fan
1539,Central,Central Air
1541,Central,Missing
1543,Missing,Gas
1544,Central Forced Air,Other
1546,Central,Multi/Zone
1547,Forced air,Other
1548,Central Forced Air,Central AC
1549,Wall Furnace,Missing
1550,"Forced air, Gas",Central
1551,Missing,Missing
1553,See Remarks,"Ceiling Fan(s), Other-Rmks"
1554,"Gas, Wall Furnace",Missing
1555,Central,Central Air
1556,Central,Central
1557,Central,Missing
1558,Central,Central Air
1559,"Forced air, Stove, Gas","Central, Solar"
1561,Forced air,Other
1562,Central,None
1563,Missing,Missing
1564,Central Forced Air,None
1565,Forced Air,None
1566,Propane,None
1567,Missing,Wall/Window Unit(s)
1568,Central,Central Air
1569,Central Forced Air,Window / Wall Unit
1570,Central,Central Air
1571,Floor Furnace,Missing
1572,"Central Forced Air, Gas",Central AC
1573,Other,None
1574,Central,Central Air
1575,Central,Missing
1576,Central,Central Air
1577,Other,Other
1579,Missing,Missing
1580,Other,Evaporative
1581,"Other, Gas",Missing
1582,Forced Air,Missing
1583,Forced Air,None
1584,Central,Central Air
1586,Missing,Missing
1587,Central,Central Air
1588,Central,Central Air
1590,Missing,Missing
1593,"Fireplace, Central Forced Air",Ceiling Fan
1594,"Forced Air, Natural Gas",Central Air
1595,Forced Air,"Central Air, ENERGY STAR Qualified Equipment"
1596,Central,Central Air
1598,Central Forced Air,None
1599,Wall Furnace,None
1600,Central Forced Air - Gas,None
1601,Missing,None
1602,Central,Central
1603,Central,Central Air
1604,"Forced air, Gas",Central
1606,Central Forced Air - Gas,None
1607,"Gas, Central Forced Air, Stove - Wood",None
1608,"Gas, Space Heater, Other",None
1610,Wall Furnace,None
1611,Missing,Central Air
1612,Central,Central Air
1613,CFAG,CFAC
1614,Central,Central Air
1615,Missing,None
1616,Central,Central Air
1619,"Electric, Propane / Butane",Missing
1620,Central Forced Air - Gas,Central AC
1621,Forced Air,Central AC
1622,Central,Central
1625,"Gas, Forced Air",None
1627,"Forced air, Gas",Central
1628,Missing,None
1629,Central Forced Air - Gas,Central AC
1630,Heat Pump,Central AC
1631,"Forced air, Gas",None
1632,Missing,Missing
1633,Other,Central
1634,"Forced Air, Wall Furnace",Missing
1635,Forced air,Missing
1636,Forced Air,None
1637,"Propane, Forced Air",Central Air
1638,Central Forced Air,"Ceiling Fan, Central AC"
1639,Forced Air,"Evaporative Cooling, Wall/Window Unit(s)"
1640,Missing,Missing
1643,Missing,Missing
1644,Other,Missing
1645,Central,Central Air
1647,Central,Central Air
1648,Radiant Floors,None
1649,Central,Central Air
1650,"Forced Air, Propane, Wood",None
1651,Central,Missing
1652,Baseboard,Missing
1653,Wall,Central
1654,Gas,None
1655,Missing,Missing
1656,Central Forced Air,Central AC
1657,Wall,Missing
1659,Other,Missing
1660,Central Forced Air - Gas,None
1662,"Electric, Natural Gas, Other",Central Air
1663,Central Forced Air,None
1664,Central,Central Air
1665,Forced Air,Central Air
1666,Wall Furnace,None
1667,Central,Missing
1668,Central Forced Air - Gas,None
1669,Wall Gas,None
1671,"Forced air, Gas",Central
1672,Central,Central Air
1674,Wall Furnace,None
1675,"Wall Furnace, Propane",Wall/Window Unit(s)
1677,Missing,Wall/Window Unit(s)
1678,Central Forced Air,Central AC
1679,Missing,None
1680,Missing,Missing
1681,Central,Central Air
1682,Central,Central Air
1683,Central,Central Air
1684,Wall Furnace,None
1685,Wall,Missing
1687,Central,Missing
1688,Central Forced Air - Gas,None
1689,Baseboard,None
1690,Central,Central
1691,Central Forced Air,None
1693,Forced Air,Central Air
1694,Wall Furnace,Missing
1695,Wall Furnace,"Wall/Window Unit(s), Electric"
1697,Missing,Missing
1698,"Heat pump, Stove, Electric, Wood / Pellet",Central
1699,"Forced air, Electric",Central
1701,Other,Missing
1702,Central,Central
1703,Wall Furnace,None
1704,Central,Central
1705,Central Forced Air,None
1707,Wall Furnace,None
1709,Central,Central Air
1711,Floor Furnace,None
1712,Central,Central
1713,"Electric, Fireplace, Baseboard",None
1714,Central Forced Air,Central AC
1716,Missing,Wall/Window Unit(s)
1717,Central Forced Air - Gas,None
1718,Missing,None
1719,"Forced air, Gas","Central, Other"
1720,Forced Air,None
1721,Central Forced Air - Gas,None
1722,Central Forced Air,Central AC
1724,Central Forced Air - Gas,None
1725,"Gas, Forced Air",Central AC
1726,Missing,None
1727,Baseboard,None
1728,Missing,None
1729,Central,Central Air
1730,Central Forced Air - Gas,None
1732,Missing,Central Air
1733,Forced Air,Missing
1736,"Forced air, Gas",Central
1737,Missing,None
1738,Missing,Missing
1739,Central,None
1740,Other,None
1743,Central Forced Air - Gas,Ceiling Fan
1744,Central Forced Air,None
1745,Other,Central
1747,"Gas, Forced Air",Central AC
1748,Central,Central Air
1751,Central,Central Air
1752,Central,Central
1753,Central,Central Air
1754,Wall,Missing
1755,Missing,None
1756,Other,Missing
1758,Wall,None
1759,Other,None
1760,Central,Central Air
1762,Forced Air - Gas,AC Central
1763,"Floor Furnace, Natural Gas",None
1764,Central Forced Air,Central AC
1765,Central,Missing
1766,Central,Central Air
1767,Wall Furnace,None
1768,Missing,None
1769,Wall Furnace,Wall/Window Unit(s)
1770,Central,Missing
1771,Wall Furnace,None
1772,"Stove, Wall, Gas, Wood / Pellet",Other
1773,"Forced Air, Natural Gas",Central Air
1774,Forced Air,Central Air
1775,"Forced Air, Wall Furnace",Missing
1776,"Central, Gas",Missing
1777,"Electric, Forced Air - Elec",AC Central
1778,Wall Furnace,Window / Wall Unit
1779,Central Forced Air,Central AC
1781,Central,Central Air
1782,Other,Missing
1783,Central,None
1787,Wall Furnace,None
1788,Missing,Missing
1789,Missing,None
1790,Steam,Missing
1791,"Forced air, Gas",None
1792,Wall,None
1793,Wall,"See Remarks, Wall/Window Unit(s)"
1794,"Gas, Forced Air",Central AC
1795,"Wall Furnace, Natural Gas",None
1796,Wall Furnace,None
1799,Missing,Missing
1800,Central,Central Air
1801,Other,"Other, Ceiling Fan(s)"
1804,"Combination, Wall Furnace, Zoned",Missing
1805,Baseboard,Missing
1806,Central Forced Air,"Ceiling Fan, Central AC"
1807,Wall Furnace,None
1808,Wall Furnace,None
1812,Missing,See Remarks
1815,"Heating - 2+ Zones, Central Forced Air","Other, Multi-Zone, Central AC"
1818,Forced air,Other
1819,Central,Central Air
1820,"Natural Gas, Central",Central Air
1822,Missing,Missing
1823,Central,None
1825,Forced Air,None
1826,"Electric, Fireplace(s)",None
1827,Central,Central Air
1828,Missing,None
1829,Central,Central Air
1832,Central,Central Air
1833,Central,Central Air
1834,Forced air,Other
1835,Forced air,None
1836,Floor Furnace,None
1837,"Central Forced Air, Gas",None
1838,Missing,Missing
1839,Central,Central
1841,Other,Missing
1842,Central,Central Air
1843,"Forced air, Electric",Central
1846,Central Forced Air,None
1847,Wall Furnace,Missing
1848,Central,Gas
1849,Electric,Wall/Window Unit(s)
1850,Forced air,Central
1852,Central,Central Air
1853,Central,Central Air
1854,Missing,Missing
1855,"Electric, Baseboard",None
1856,Central,Central Air
1859,CFAE,CFAC
1860,Central Forced Air - Gas,Central AC
1862,Central,Central Air
1863,Missing,None
1864,Missing,Missing
1865,Central,Central Air
1866,"Central, Wood Stove, Pellet Stove",Central Air
1867,Central,Central Air
1868,"Baseboard, Electric",Missing
1869,"Wood Stove, MultiUnits","Ceiling Fan(s), Multi Units"
1870,"Forced Air, Fireplace",Central AC
1871,"Baseboard, Electric",Missing
1872,"Forced air, Gas",Central
1873,Central Forced Air,"Ceiling Fan, Whole House / Attic Fan"
1874,Central,Central Air
1875,Wall Furnace,None
1878,Missing,Missing
1880,Floor Furnace,None
1881,Missing,Missing
1882,Missing,Central Air
1883,Central,Central Air
1884,Missing,None
1885,Central,Central Air
1886,"Forced air, Other, Electric",Evaporative
1887,Missing,Missing
1888,Missing,Wall/Window Unit(s)
1889,Wall Furnace,Window / Wall Unit
1890,Central Forced Air - Gas,Window / Wall Unit
1891,Central,Central Air
1892,"Wall Furnace, Stove - Wood",Wall
1893,Other,None
1894,Central Forced Air,None
1895,"Forced air, Electric",Central
1896,Baseboard,Missing
1898,Central Forced Air,Central AC
1899,"Forced air, Electric",Central
1900,Other,Missing
1901,Missing,Missing
1902,Gas,Missing
1903,Central,Central Air
1904,Central,Central Air
1905,Wall Furnace,None
1906,Central Forced Air,Ceiling Fan
1907,Other,Missing
1908,"Forced air, Gas",Other
1909,Central,Central Air
1910,None,Wall/Window Unit(s)
1911,Central,Missing
1912,Central,Central Air
1913,Wall,Missing
1914,See Remarks,"Ceiling Fan(s), Other-Rmks"
1915,Missing,Missing
1916,Central Forced Air,None
1917,Central,None
1918,Wall Furnace,None
1921,Floor Furnace,None
1922,"Forced air, Electric",Central
1923,"Forced air, Gas",Other
1924,Central,Central Air
1925,Central,Missing
1930,Missing,Missing
1931,Central,Central Air
1932,Heat Pump,Central
1933,Wall Furnace,Ceiling Fan
1934,Wall Furnace,None
1935,Central,"Central Air, Ceiling Fan(s), Whole House Fan"
1937,Gas,Wall
1938,Central,Central Air
1939,"Forced air, Electric",Other
1940,Other,Missing
1941,Missing,Missing
1942,Central,None
1944,"Central, Gas",Missing
1946,Central,Central
1947,Central,Central Air
1948,Central,None
1949,Forced air,Central
1950,Wall,Other
1952,Missing,Missing
1953,Missing,Dual
1955,"Central, Forced Air",Central Air
1956,"Forced air, Gas",Central
1958,Central Forced Air,Central AC
1959,Missing,Missing
1960,Missing,Missing
1961,Forced Air,Central AC
1962,"Forced air, Gas",Central
1965,"Forced air, Gas",None
1966,Floor Furnace,None
1967,Central Forced Air,Missing
1969,"Floor Furnace, Natural Gas",Wall/Window Unit(s)
1970,Missing,Missing
1971,Wall,Missing
1972,Central,Missing
1973,Central Forced Air,Central AC
1974,Central,Central Air
1976,Missing,Missing
1977,Wall Furnace,None
1980,Radiant,Missing
1981,"Wall Furnace, Natural Gas",None
1982,Baseboard,None
1983,Missing,Central Air
1984,"Electric, Wall Furnace",Missing
1985,Radiant,None
1986,Central,Central Air
1988,Central Forced Air,Central AC
1989,Missing,None
1991,"Forced air, Gas",Central
1993,Central Forced Air - Gas,Central AC
1994,"Central, Radiant",Missing
1996,Central Forced Air,Ceiling Fan
1998,"Forced Air, Natural Gas",Missing
1999,Central,Central Air
2000,Central,Central Air
2004,Forced air,Central
2005,Wall,None
2007,Central,Missing
2008,Forced Air - Elec,"AC Central, Ceiling Fans, Heat Pump"
2011,Central,Central Air
2012,Missing,Missing
2014,Electric,Electric
2015,Forced air,Central
2016,Central Forced Air,Ceiling Fan
2017,Missing,Missing
2018,Central,Missing
2019,"Central, Forced Air",Central Air
2021,Central Forced Air,None
2022,Gas,Central AC
2023,"Central, None",None
2024,Central Forced Air,None
2025,"Central Forced Air - Gas, Stove - Pellet","Central AC, Whole House / Attic Fan"
2027,Missing,Missing
2028,Wall Furnace,Missing
2029,Missing,"Central Air, Dual, Zoned"
2031,Central,Central Air
2032,Central Forced Air,Central AC
2033,Central,Central Air
2034,"Forced air, Gas",Other
2035,Central,Central Air
2037,Central,Central Air
2038,Missing,Missing
2039,Central,Central Air
2040,Missing,Missing
2041,Central,Central Air
2042,Missing,Missing
2043,Wall Furnace,Missing
2044,Central,Missing
2045,Central,Missing
2046,Baseboard,None
2049,Forced air,Central
2050,Natural Gas,Central Air
2051,"Gas, Central Forced Air",Other
2055,Radiant,None
2056,"Central, Forced Air, Propane",Wall/Window Unit(s)
2057,Central,Missing
2058,"Forced air, Gas",Central
2059,Missing,Missing
2060,Other,Other
2061,Central Forced Air - Gas,None
2065,"Forced air, Electric",Central
2066,Missing,Missing
2067,"Central, Gas",Missing
2068,Central,"Central Air, See Remarks"
2069,Wall Furnace,None
2070,None,None
2071,Central Forced Air,Central AC
2073,Other,Other
2074,Missing,Missing
2075,"Forced air, Gas",Other
2076,Missing,Missing
2078,"Forced air, Gas",None
2079,Central,Central Air
2080,Central,Central Air
2081,"Gas, Wall Furnace",Missing
2082,Central,None
2084,Missing,None
2086,Forced Air,Central
2087,Central,Central Air
2088,Central,Missing
2089,Missing,Missing
2091,Wall Furnace,None
2092,Missing,None
2094,"Gas, Forced Air",Central AC
2095,Central Forced Air,Central AC
2096,"Central, Wall Furnace",Ceiling Fan(s)
2097,Central,Central Air
2099,"Central, Fireplace(s)",Missing
2100,Missing,Wall/Window Unit(s)
2101,Central,Central Air
2102,Central Forced Air,None
2103,Missing,Missing
2104,Wall,Missing
2105,Wall Furnace,See Remarks
2107,"None, Forced air",Other
2108,Missing,None
2109,Missing,None
2110,"Wall Furnace, Natural Gas",None
2112,Central,Missing
2113,Central,Central Air
2114,Missing,Refrigerator
2116,"Central, Fireplace(s)",Central Air
2118,"Forced air, Electric",Other
2119,Central,Central Air
2120,Forced Air,Ceiling Fan
2121,Central,Central
2123,Missing,Missing
2125,Central Forced Air,Central AC
2127,Central,Central Air
2128,Central,Missing
2129,Central,Central Air
2130,Central Forced Air - Gas,Central AC
2131,Forced Air,Central Air
2132,Central,Central Air
2134,"None, Other",Missing
2135,"Forced air, Gas",Central
2137,Central,Central Air
2138,Central,Missing
2140,Missing,"Wall/Window Unit(s), Gas"
2141,"Electric, Baseboard",None
2142,Missing,Missing
2144,Central,Central Air
2145,Missing,Evaporative Cooling
